"","Customer.Subtype","Avg.size.household","Avg.age","Customer.main.type","Married","Living.together","Other.relation","Singles","Household.without.children","Household.with.children","High.status","Entrepreneur","Farmer","Middle.management","Skilled.labourers","Unskilled.labourers","Rented.house","Home.owners","1.car","2.cars","No.car","National.Health.Service","Private.health.insurance","Income.less.then.30K","Income.in.30.45K","Income.in.45.75K","Income.in.75.122K","Income.more.then.123K","Purchasing.power.class","Cont.private.third.party.insr","Cont.car.pol","Cont.boat.pol","Num.of.private.third.party.insur","Number.of.boat.pol","Num.of.mobile.home.policies","Other.contribution","Number.of.other.policies"
"2961",37,3,3,8,6,1,2,2,3,4,2,1,1,4,2,2,2,7,5,2,3,5,4,2,4,3,1,1,4,0,0,0,0,0,"0",3,1
"2962",33,3,3,8,6,3,0,0,3,6,0,0,0,1,6,3,3,6,6,3,0,9,0,3,5,2,1,0,3,0,0,0,0,0,"0",0,0
"2963",30,2,4,7,3,2,4,4,4,2,3,0,3,0,0,4,2,7,6,3,0,2,7,4,0,6,0,0,2,0,0,0,0,0,"0",0,0
"2964",23,1,2,5,2,2,5,6,3,1,1,0,0,1,3,5,8,1,5,0,4,8,1,6,3,1,1,0,3,0,0,0,0,0,"0",0,0
"2965",13,3,2,3,7,1,2,2,3,5,3,1,1,4,2,2,6,3,7,1,2,6,3,1,3,5,1,0,6,0,0,0,0,0,"0",3,1
"2966",38,3,3,9,6,1,2,1,2,7,0,0,0,2,2,6,9,0,7,0,2,7,2,6,3,1,0,0,4,0,6,0,0,0,"0",0,0
"2967",11,3,2,3,8,1,1,1,4,4,2,0,0,3,5,1,1,8,8,0,1,7,2,2,5,3,0,0,6,0,0,0,0,0,"0",3,1
"2968",35,3,3,8,7,1,1,1,4,4,2,1,1,1,4,2,2,7,4,4,2,7,2,3,3,3,0,1,5,0,5,0,0,0,"0",0,0
"2969",26,2,4,6,4,0,5,4,5,1,2,0,0,4,1,3,8,1,2,1,7,8,1,4,4,2,0,0,1,0,6,0,0,0,"0",0,0
"2970",33,3,3,8,7,1,2,1,4,4,1,0,1,3,2,4,5,4,5,2,3,6,3,2,5,2,1,0,3,1,0,0,1,0,"0",0,0
"2971",8,2,4,2,7,0,2,2,6,2,6,1,0,2,0,1,6,3,7,2,0,3,6,2,4,4,1,0,7,0,0,0,0,0,"0",0,0
"2972",5,3,3,1,7,0,2,2,4,4,1,0,0,6,1,3,6,3,5,2,3,7,2,3,3,3,1,0,3,0,6,0,0,0,"0",5,1
"2973",24,2,2,5,3,0,6,5,0,4,0,0,0,3,2,4,9,0,3,2,5,9,0,9,0,0,0,0,2,2,0,0,1,0,"0",0,0
"2974",39,3,3,9,7,1,2,3,2,5,2,1,1,2,3,3,5,4,5,2,2,7,2,4,4,1,1,1,5,2,6,0,1,0,"0",0,0
"2975",31,2,4,7,6,1,3,3,3,3,0,0,0,4,2,4,9,0,6,0,3,7,2,5,4,1,0,0,1,2,6,0,1,0,"0",6,1
"2976",23,2,2,5,3,4,3,3,5,2,0,0,0,4,4,2,9,0,7,1,1,8,1,3,6,1,0,0,3,0,5,0,0,0,"0",0,0
"2977",9,3,2,3,8,1,1,1,2,7,1,0,0,2,4,4,6,3,7,2,1,9,0,1,3,5,0,0,4,0,5,0,0,0,"0",4,1
"2978",33,2,3,8,7,2,0,0,5,4,2,0,0,2,5,2,0,9,4,4,2,6,3,2,5,3,0,0,3,2,0,0,1,0,"0",0,0
"2979",12,4,2,3,9,0,0,0,0,8,2,0,0,7,1,0,2,7,9,0,0,9,0,0,0,4,5,0,7,0,6,0,0,0,"0",0,0
"2980",30,2,3,7,7,1,2,3,5,2,0,0,0,2,2,6,3,6,9,0,0,5,4,2,3,3,3,0,2,2,5,0,1,0,"0",0,0
"2981",3,1,2,1,0,3,6,6,3,0,0,0,0,6,0,3,7,2,5,0,4,7,2,5,4,0,0,0,6,0,5,0,0,0,"0",0,0
"2982",33,2,4,8,9,0,0,0,6,3,3,5,0,0,0,2,0,9,9,0,0,2,7,0,2,5,2,0,3,2,6,0,1,0,"1",3,1
"2983",13,3,4,3,7,0,2,4,0,5,2,0,0,4,1,3,9,0,7,0,2,6,3,6,0,3,0,0,6,2,6,0,1,0,"0",0,0
"2984",3,2,4,1,7,2,0,0,5,4,4,2,0,2,2,2,3,6,6,2,2,4,5,2,3,2,2,0,6,0,0,0,0,0,"0",3,1
"2985",11,3,3,3,8,1,0,2,3,5,2,0,2,3,3,0,2,7,7,2,0,5,4,2,3,4,0,0,6,0,0,0,0,0,"0",0,0
"2986",40,3,2,10,6,3,0,0,5,4,3,0,3,3,0,1,0,9,4,5,0,3,6,0,4,4,2,0,3,2,6,0,1,0,"0",0,0
"2987",1,3,3,1,9,0,0,0,1,8,4,1,0,2,1,2,0,9,3,6,0,2,7,0,1,4,2,2,8,2,6,0,1,0,"0",4,1
"2988",38,2,3,9,5,1,4,3,3,4,1,1,1,2,4,2,4,5,6,1,2,7,2,3,5,2,0,0,4,0,6,0,0,0,"0",0,0
"2989",33,3,4,8,5,1,4,3,3,4,1,0,0,2,3,5,7,2,4,0,5,8,1,5,3,1,1,0,3,0,0,0,0,0,"0",0,0
"2990",3,2,5,1,5,1,4,2,6,2,4,1,0,2,4,1,2,7,5,1,3,5,4,1,2,4,3,1,6,2,6,0,1,0,"0",0,0
"2991",31,2,3,7,6,0,3,3,4,3,1,0,0,3,3,4,4,5,6,1,2,9,0,1,7,2,0,0,1,0,6,0,0,0,"0",2,1
"2992",36,3,3,8,6,1,2,2,3,5,3,1,1,3,2,2,4,5,6,2,1,4,5,2,2,4,1,1,3,0,0,0,0,0,"0",0,0
"2993",33,3,3,8,9,0,0,0,2,7,3,0,0,2,5,0,0,9,6,3,0,3,6,0,5,4,0,0,3,0,6,0,0,0,"0",0,0
"2994",10,3,3,3,7,2,0,0,4,5,2,0,0,3,2,3,8,1,9,0,0,6,3,1,2,6,1,0,8,0,0,0,0,0,"0",3,2
"2995",23,2,2,5,4,3,3,3,2,4,2,0,0,2,2,4,8,1,6,1,2,8,1,4,4,1,0,0,3,2,0,0,1,0,"0",0,0
"2996",38,2,3,9,4,2,4,4,4,3,2,1,0,3,2,3,6,3,6,1,3,8,1,4,3,3,0,0,4,0,0,0,0,0,"0",3,1
"2997",5,2,4,1,5,1,4,2,5,2,4,2,0,2,2,1,1,8,5,1,3,5,4,1,2,4,3,1,3,0,6,0,0,0,"0",0,0
"2998",29,2,1,7,4,4,2,1,6,3,1,0,0,6,2,2,5,4,7,0,2,7,2,4,4,2,0,0,3,2,0,0,1,0,"0",0,0
"2999",33,3,3,8,6,0,3,2,3,5,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,3,0,6,0,0,0,"0",0,0
"3000",33,2,2,8,5,2,3,3,4,3,0,0,0,5,4,0,7,2,9,0,0,9,0,3,6,0,0,0,3,0,6,0,0,0,"0",0,0
"3001",32,2,3,7,5,2,3,2,4,4,0,0,0,2,5,3,9,0,7,0,2,7,2,5,4,1,0,0,1,0,6,0,0,0,"0",6,1
"3002",31,2,4,7,7,0,2,0,6,3,0,0,0,3,4,3,9,0,7,2,0,9,0,6,3,0,0,0,1,0,0,0,0,0,"0",0,0
"3003",38,4,2,9,7,1,2,2,0,7,1,0,0,4,4,1,2,7,7,1,2,6,3,4,2,4,0,0,4,0,6,0,0,0,"0",3,1
"3004",33,3,3,8,7,0,2,1,1,8,1,1,0,1,6,3,9,0,5,2,3,7,2,1,6,3,0,0,3,0,0,0,0,0,"0",6,1
"3005",37,3,2,8,5,0,4,3,1,5,1,0,0,6,1,3,6,3,6,2,3,8,1,7,1,1,1,0,4,0,0,0,0,0,"0",0,0
"3006",41,2,3,10,5,0,4,4,3,3,0,0,2,0,3,5,0,9,3,2,4,7,2,6,3,0,0,0,4,2,0,0,1,0,"0",0,0
"3007",38,4,3,9,7,0,2,2,2,6,0,0,0,2,8,0,2,7,9,0,0,9,0,5,0,4,0,0,3,2,6,0,1,0,"0",0,0
"3008",41,4,2,10,6,1,3,0,3,6,4,0,2,2,0,3,2,7,6,1,2,6,3,0,0,9,0,0,4,2,6,0,1,0,"0",0,0
"3009",3,3,4,1,9,0,0,0,6,3,4,0,0,4,0,3,4,6,9,0,0,6,4,3,4,4,0,0,6,0,0,0,0,0,"0",2,1
"3010",31,2,4,7,7,0,2,0,6,3,0,0,0,3,4,3,9,0,7,2,0,9,0,6,3,0,0,0,1,0,6,0,0,0,"0",0,0
"3011",35,2,3,8,6,1,2,2,3,4,2,0,0,3,3,2,2,7,7,0,2,8,1,2,5,2,0,0,5,0,6,0,0,0,"0",0,0
"3012",22,1,2,5,1,4,5,5,4,1,1,0,0,6,1,3,9,0,3,2,4,6,3,3,4,3,0,0,2,1,5,0,1,0,"0",3,2
"3013",3,2,3,1,5,2,3,2,4,4,6,0,0,2,0,2,4,5,5,2,3,6,3,3,3,3,1,0,6,0,6,0,0,0,"0",0,0
"3014",1,3,4,1,7,1,1,1,6,3,4,0,0,3,1,2,1,8,8,1,1,7,2,2,3,5,0,0,8,0,0,0,0,0,"0",0,0
"3015",25,2,5,6,5,1,4,4,3,2,1,0,0,6,1,2,8,1,6,1,3,4,5,5,3,1,2,0,1,0,0,0,0,0,"0",0,0
"3016",33,3,3,8,6,3,0,0,3,6,0,0,0,1,6,3,3,6,6,3,0,9,0,3,5,2,1,0,3,0,0,0,0,0,"0",0,0
"3017",33,3,3,8,7,1,1,1,4,4,2,1,1,1,4,2,2,7,4,4,2,7,2,3,3,3,0,1,3,0,0,0,0,0,"0",0,0
"3018",8,3,3,2,9,0,0,0,2,7,2,2,0,4,2,2,8,1,6,2,1,5,4,3,4,3,0,0,7,0,0,0,0,0,"0",0,0
"3019",8,3,3,2,6,1,3,3,1,6,3,0,0,5,2,1,1,8,7,0,2,8,1,1,6,3,0,0,7,1,6,0,1,0,"0",0,0
"3020",22,2,2,5,0,5,4,2,5,3,0,0,0,2,4,4,9,0,7,0,2,9,0,4,2,3,0,0,2,2,0,0,1,0,"0",0,0
"3021",11,3,2,3,6,2,1,1,3,6,2,2,0,2,3,2,6,3,5,2,3,5,4,1,4,5,1,1,7,0,6,0,0,0,"0",0,0
"3022",23,2,2,5,5,1,4,3,4,3,1,0,0,4,3,2,3,6,5,1,3,8,1,3,5,2,0,0,3,2,6,0,1,0,"0",3,1
"3023",33,2,3,8,5,1,4,4,1,5,0,0,1,2,6,1,8,1,5,1,4,8,1,5,3,2,0,0,3,0,0,0,0,0,"0",3,1
"3024",33,3,3,8,7,2,0,0,3,6,2,0,2,0,4,3,4,5,7,2,0,5,4,2,2,3,3,0,3,2,6,0,1,0,"0",3,2
"3025",29,1,3,7,2,0,7,6,2,2,0,0,0,0,3,6,8,1,4,0,5,7,2,7,1,2,0,0,3,1,6,0,1,0,"0",0,0
"3026",25,2,3,6,3,2,5,5,3,3,1,1,0,4,2,3,7,2,6,1,3,8,1,5,3,2,0,0,1,0,0,0,0,0,"0",6,1
"3027",33,2,2,8,5,2,3,3,4,3,0,0,0,5,4,0,7,2,9,0,0,9,0,3,6,0,0,0,3,2,0,0,1,0,"0",0,0
"3028",35,2,4,8,3,0,6,5,2,2,0,0,2,2,3,4,2,7,5,1,4,7,2,1,4,5,0,0,5,0,0,0,0,0,"0",0,0
"3029",3,1,4,1,5,0,4,5,4,0,4,0,0,3,1,2,0,9,5,0,4,5,4,3,4,3,0,0,6,2,6,0,1,0,"1",8,2
"3030",32,2,4,7,7,0,2,2,5,2,0,0,0,4,2,4,9,0,3,0,6,7,2,2,7,0,0,0,1,0,0,0,0,0,"0",0,0
"3031",38,3,2,9,9,0,0,0,2,7,1,0,0,3,3,3,5,4,6,1,2,7,2,1,4,4,1,0,4,2,0,0,1,0,"0",0,0
"3032",7,4,2,2,8,1,0,0,1,8,5,1,0,4,1,0,0,9,7,1,2,4,5,1,3,6,1,0,6,2,6,0,1,0,"0",0,0
"3033",6,3,3,2,7,0,2,0,3,6,7,0,0,0,1,2,2,7,8,1,0,4,5,1,1,5,4,0,8,0,0,0,0,0,"0",0,0
"3034",25,2,4,6,5,0,4,6,0,3,0,0,0,9,0,0,4,5,5,1,4,9,0,0,0,9,0,0,1,1,0,0,1,0,"0",0,0
"3035",41,3,3,10,8,1,1,1,3,5,1,1,3,2,3,1,2,7,5,4,0,6,3,3,4,4,0,0,4,0,6,0,0,0,"0",0,0
"3036",32,2,4,7,5,0,4,4,4,2,2,0,0,4,3,2,7,2,6,0,3,9,0,5,2,2,0,0,1,0,0,0,0,0,"0",0,0
"3037",35,3,3,8,7,1,1,1,4,4,2,1,1,1,4,2,2,7,4,4,2,7,2,3,3,3,0,1,5,2,6,0,1,0,"0",0,0
"3038",38,3,3,9,9,0,0,0,3,6,1,0,0,3,4,2,5,4,6,1,2,7,2,2,4,3,1,0,4,1,0,0,1,0,"0",0,0
"3039",3,2,4,1,7,1,2,0,9,0,4,0,0,2,2,1,5,5,6,2,1,5,4,5,5,0,0,0,6,2,6,0,1,0,"0",0,0
"3040",31,2,3,7,9,0,0,0,6,3,2,0,0,7,0,1,5,4,7,2,0,7,2,2,4,2,1,0,1,0,6,0,0,0,"0",0,0
"3041",33,2,3,8,6,2,3,3,4,3,1,1,0,3,2,4,5,4,6,1,3,7,2,3,4,3,1,0,3,0,0,0,0,0,"0",0,0
"3042",13,2,2,3,3,4,3,3,4,3,6,0,0,2,2,0,7,2,7,2,0,3,6,2,2,6,0,0,6,2,6,0,1,0,"0",2,2
"3043",39,2,4,9,3,1,6,3,2,4,1,0,0,1,0,7,8,1,4,2,4,7,2,7,2,0,0,0,5,0,0,0,0,0,"0",3,1
"3044",9,2,3,3,7,1,1,5,1,4,4,0,0,5,1,0,9,0,8,1,1,4,5,0,5,4,0,0,4,0,6,0,0,0,"0",0,0
"3045",34,2,3,8,7,1,2,3,5,2,2,0,0,3,0,4,2,7,6,2,1,5,4,3,2,0,4,0,6,0,0,0,0,0,"0",6,2
"3046",3,2,5,1,4,1,5,5,3,2,2,1,1,5,1,2,2,7,6,1,3,6,3,5,2,2,1,0,6,0,6,0,0,0,"0",7,2
"3047",23,2,3,5,4,3,3,1,5,3,2,1,1,5,2,1,8,1,5,1,4,7,2,4,4,1,1,0,3,0,6,0,0,0,"0",0,0
"3048",23,2,2,5,2,5,2,2,5,2,0,0,0,4,0,5,9,0,5,2,2,9,0,0,6,3,0,0,3,0,6,0,0,0,"0",0,0
"3049",10,4,2,3,7,2,0,0,2,7,3,1,0,4,2,0,0,9,7,1,2,6,3,1,5,3,1,0,8,2,6,0,1,0,"0",0,0
"3050",33,3,4,8,5,0,4,3,2,5,0,0,2,0,3,4,0,9,6,0,3,9,0,6,3,0,0,0,3,0,6,0,0,0,"0",0,0
"3051",9,3,3,3,7,0,2,2,4,3,0,0,0,7,0,2,9,0,9,0,0,9,0,4,5,0,0,0,4,2,0,0,1,0,"0",0,0
"3052",34,3,3,8,9,0,0,0,3,6,1,0,0,8,1,0,0,9,3,6,0,0,9,0,0,1,8,1,6,2,0,0,1,0,"0",0,0
"3053",38,2,3,9,5,0,4,4,1,5,0,0,0,4,0,5,9,0,6,0,3,9,0,1,6,3,0,0,4,2,0,0,1,0,"0",3,2
"3054",38,4,2,9,6,0,3,2,0,7,0,0,0,7,0,2,4,5,9,0,0,7,2,0,7,0,2,0,4,0,0,0,0,0,"0",0,0
"3055",8,3,3,2,7,2,0,0,2,7,3,0,0,5,2,1,0,9,9,0,0,4,5,1,2,7,0,0,7,1,5,0,1,0,"0",0,0
"3056",34,2,4,8,7,0,2,0,5,4,4,0,2,0,2,2,0,9,5,4,0,6,3,0,7,2,0,0,6,0,6,0,0,0,"1",0,0
"3057",3,2,3,1,5,2,3,3,5,2,3,1,1,4,2,1,6,3,6,1,2,7,2,2,3,3,1,0,6,0,6,0,0,0,"0",0,0
"3058",33,3,3,8,7,1,2,2,3,5,3,1,2,2,2,1,3,6,6,2,1,5,4,3,2,3,2,1,3,0,0,0,0,0,"0",3,1
"3059",37,3,3,8,8,0,1,0,3,6,0,2,0,5,3,1,1,8,8,1,0,8,1,0,6,3,0,0,4,2,6,0,1,0,"0",0,0
"3060",13,2,2,3,3,4,3,3,4,3,6,0,0,2,2,0,7,2,7,2,0,3,6,2,2,6,0,0,6,0,0,0,0,0,"0",2,1
"3061",23,2,2,5,7,0,2,3,3,3,2,0,0,1,5,3,8,1,4,2,4,3,6,1,6,3,1,0,5,2,6,0,1,0,"0",0,0
"3062",36,3,4,8,7,1,2,4,4,2,0,0,0,9,0,0,7,2,6,2,1,5,4,5,4,0,0,0,3,0,0,0,0,0,"0",3,1
"3063",24,2,2,5,4,2,3,3,5,2,0,0,0,2,4,4,9,0,4,0,5,7,2,3,4,2,0,0,2,0,0,0,0,0,"0",0,0
"3064",31,3,3,7,6,1,3,3,1,6,3,0,1,0,2,4,6,3,6,0,3,9,0,3,6,0,0,0,1,0,6,0,0,0,"0",2,1
"3065",11,3,3,3,5,0,4,4,1,5,5,0,0,3,2,1,7,2,8,1,0,8,1,2,3,4,1,0,6,0,0,0,0,0,"0",0,0
"3066",31,3,2,7,6,0,3,0,1,8,0,0,0,4,2,4,9,0,6,3,0,9,0,2,7,2,0,0,1,2,0,0,1,0,"0",0,0
"3067",35,3,3,8,5,2,3,2,2,6,0,0,0,4,4,1,1,8,6,2,2,8,1,4,1,0,4,0,5,0,6,0,0,0,"0",0,0
"3068",41,4,2,10,7,1,2,2,4,4,0,5,4,0,0,0,4,5,6,2,1,5,4,0,0,9,0,0,4,0,6,0,0,0,"0",0,0
"3069",31,3,3,7,7,1,2,1,4,4,0,0,0,5,2,3,9,0,8,0,1,7,2,4,4,2,0,0,1,0,0,0,0,0,"0",0,0
"3070",24,2,1,5,3,4,3,4,5,2,0,0,0,2,3,4,9,0,7,1,1,8,1,1,6,3,0,0,2,2,6,0,1,0,"0",0,0
"3071",33,3,3,8,6,0,3,2,3,5,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,3,2,6,0,1,0,"0",0,0
"3072",32,3,3,7,5,2,3,2,3,4,1,1,2,2,3,1,3,6,5,1,3,7,2,3,4,2,1,1,1,0,6,0,0,0,"0",0,0
"3073",39,2,4,9,3,1,6,3,2,4,1,0,0,1,0,7,8,1,4,2,4,7,2,7,2,0,0,0,5,1,6,0,1,0,"0",0,0
"3074",38,2,2,9,8,0,1,4,1,5,2,0,0,2,3,3,9,0,7,0,2,9,0,7,2,0,0,0,4,2,0,0,1,0,"0",4,2
"3075",33,3,3,8,6,3,0,0,3,6,0,0,0,1,6,3,3,6,6,3,0,9,0,3,5,2,1,0,3,2,0,0,1,0,"0",0,0
"3076",38,3,3,9,6,0,3,0,3,6,2,0,0,5,2,2,7,2,7,0,2,6,3,3,3,3,1,0,4,0,6,0,0,0,"0",0,0
"3077",34,3,2,8,7,2,0,0,4,5,0,2,0,2,4,2,2,7,5,4,0,9,0,0,5,4,0,0,6,2,0,0,1,0,"0",0,0
"3078",3,2,4,1,7,0,2,2,6,2,6,1,0,2,0,1,6,3,7,2,0,3,6,2,4,4,1,0,6,0,0,0,0,0,"0",3,1
"3079",13,3,2,3,9,0,0,5,2,3,6,0,0,3,0,0,7,2,9,0,0,7,2,6,0,3,0,0,6,0,6,0,0,0,"0",0,0
"3080",11,3,2,3,6,0,3,1,4,4,1,0,0,3,2,4,3,6,9,0,0,6,3,2,4,3,1,0,6,2,6,0,1,0,"0",4,2
"3081",39,5,3,9,9,0,0,0,3,6,0,0,0,3,6,0,3,6,9,0,0,9,0,6,0,3,0,0,5,0,5,0,0,0,"0",0,0
"3082",32,2,4,7,5,1,4,4,2,4,2,1,1,3,2,3,2,7,5,1,4,6,3,3,4,2,1,0,1,2,6,0,1,0,"0",3,1
"3083",33,3,3,8,9,0,0,0,0,9,0,0,0,3,3,4,4,5,6,0,3,3,6,5,0,4,0,0,3,1,0,0,1,0,"0",0,0
"3084",1,2,4,1,9,0,0,5,2,3,7,0,0,2,0,0,0,9,6,3,0,5,4,0,1,4,5,0,8,2,6,0,1,0,"1",0,0
"3085",23,1,2,5,2,2,6,6,3,1,2,0,0,3,2,3,8,1,6,0,3,8,1,2,6,2,1,0,3,2,0,0,1,0,"0",0,0
"3086",35,2,3,8,7,2,1,1,7,2,1,0,2,4,1,4,7,2,8,1,1,7,2,5,3,2,0,0,5,2,0,0,1,0,"0",0,0
"3087",31,3,3,7,6,3,0,0,4,5,0,0,0,0,0,9,5,4,4,3,3,9,0,0,5,4,0,0,1,0,0,0,0,0,"0",3,1
"3088",38,3,3,9,5,0,4,0,5,4,0,0,2,0,3,5,9,0,3,2,4,7,2,9,0,0,0,0,3,0,5,0,0,0,"0",0,0
"3089",36,3,3,8,7,1,2,1,4,5,4,0,1,3,1,2,4,5,6,2,1,4,5,1,2,6,1,0,3,0,0,0,0,0,"1",0,0
"3090",30,2,3,7,7,1,2,3,5,2,0,0,0,2,2,6,3,6,9,0,0,5,4,2,3,3,3,0,2,2,0,0,1,0,"0",0,0
"3091",9,3,3,3,7,1,1,0,5,4,1,1,0,4,2,3,0,9,6,2,2,8,1,0,8,0,1,0,4,0,0,0,0,0,"0",0,0
"3092",38,3,3,9,9,0,0,0,4,5,0,0,0,0,5,5,9,0,3,2,4,9,0,6,3,0,0,0,4,0,0,0,0,0,"0",3,1
"3093",28,2,4,6,7,1,2,2,6,1,3,3,1,2,2,1,2,7,7,0,2,5,4,2,4,3,2,0,1,2,6,0,1,0,"0",0,0
"3094",40,3,3,10,9,0,0,0,4,5,2,0,5,0,2,0,2,7,7,2,0,7,2,4,2,4,0,0,3,2,6,0,1,0,"0",0,0
"3095",6,3,2,2,7,2,0,0,6,3,2,0,0,7,0,0,0,9,7,2,0,7,2,0,6,3,0,0,8,2,6,0,1,0,"0",0,0
"3096",8,3,3,2,6,0,3,0,3,6,2,0,0,4,2,2,1,8,7,2,0,5,4,2,6,2,0,0,8,2,0,0,1,0,"0",3,1
"3097",29,2,3,7,5,0,4,2,4,3,4,0,0,5,0,0,2,7,7,2,0,3,6,0,0,9,0,0,3,0,0,0,0,0,"0",0,0
"3098",33,4,2,8,8,1,0,0,1,8,0,0,0,5,2,2,2,7,5,4,0,9,0,1,7,2,1,0,3,0,6,0,0,0,"0",0,0
"3099",12,4,2,3,9,0,0,0,0,8,2,0,0,7,1,0,2,7,9,0,0,9,0,0,0,4,5,0,7,2,0,0,1,0,"0",0,0
"3100",1,4,3,1,6,1,2,0,2,7,6,0,0,2,2,1,0,9,7,2,1,5,4,0,1,4,5,1,8,0,0,0,0,0,"0",1,1
"3101",13,4,2,3,7,0,2,1,3,6,6,0,0,3,0,1,4,5,7,1,2,5,4,2,2,6,0,0,6,0,6,0,0,0,"0",1,1
"3102",32,3,3,7,5,1,4,3,3,4,1,1,1,2,4,2,4,5,6,1,2,7,2,3,5,2,0,0,1,0,6,0,0,0,"0",0,0
"3103",41,2,3,10,5,0,4,2,4,3,4,0,2,4,1,0,2,7,8,1,0,5,4,1,6,3,0,0,4,2,6,0,1,0,"0",0,0
"3104",10,4,2,3,9,0,0,0,3,6,0,0,0,4,5,0,3,6,7,1,1,5,4,2,7,0,0,0,8,0,6,0,0,0,"1",0,0
"3105",11,3,3,3,9,0,0,2,3,4,5,0,0,4,0,1,1,8,7,2,0,7,2,2,4,3,0,1,6,2,0,0,1,0,"0",0,0
"3106",33,3,3,8,7,1,2,1,4,4,1,0,1,3,2,4,5,4,5,2,3,6,3,2,5,2,1,0,3,0,6,0,0,0,"0",0,0
"3107",11,3,3,3,7,1,2,2,4,4,3,1,2,2,2,1,4,5,6,2,1,5,4,3,3,3,2,1,6,0,0,0,0,0,"0",0,0
"3108",33,3,3,8,6,0,3,2,3,5,1,0,1,4,2,4,2,7,7,0,2,7,2,0,4,5,0,0,3,2,6,0,1,0,"0",0,0
"3109",40,4,3,10,6,0,3,0,3,6,2,0,5,0,0,3,0,9,6,1,2,6,3,0,1,8,0,0,3,0,0,0,0,0,"0",4,1
"3110",39,2,4,9,3,1,6,3,2,4,1,0,0,1,0,7,8,1,4,2,4,7,2,7,2,0,0,0,5,2,0,0,1,0,"0",0,0
"3111",12,3,2,3,9,0,0,0,3,6,5,2,0,3,0,0,0,9,9,0,0,0,9,0,0,6,3,0,7,2,6,0,1,0,"0",0,0
"3112",30,2,4,7,5,0,4,4,3,3,0,0,0,3,0,6,9,0,6,0,3,9,0,2,5,3,0,0,2,0,6,0,0,0,"0",4,1
"3113",36,2,4,8,7,0,2,2,4,3,1,0,0,3,1,4,2,7,5,3,2,5,4,2,5,3,0,0,3,2,6,0,1,0,"0",0,0
"3114",38,4,2,9,8,0,1,1,1,8,1,0,0,2,0,7,8,1,5,4,1,8,1,5,4,0,0,0,4,0,0,0,0,0,"0",3,1
"3115",1,3,2,1,9,0,0,0,0,9,7,0,0,2,0,0,0,9,7,2,0,0,9,0,2,7,0,0,8,2,5,0,1,0,"0",5,3
"3116",24,3,2,5,7,1,1,1,3,6,0,0,0,2,5,3,8,1,5,1,4,7,2,2,5,2,1,0,2,0,6,0,0,0,"0",0,0
"3117",26,2,5,6,3,0,6,5,3,2,2,2,0,3,2,3,8,1,2,2,5,5,4,7,1,0,0,1,1,0,6,0,0,0,"0",1,2
"3118",9,3,2,3,8,0,1,1,1,7,2,0,0,2,3,3,9,0,7,0,2,9,0,4,5,0,0,0,4,1,6,0,1,0,"0",0,0
"3119",12,3,2,3,5,2,2,2,2,5,3,0,0,6,0,2,0,9,9,0,0,4,5,2,3,5,0,0,7,1,0,0,1,0,"0",0,0
"3120",3,2,4,1,7,1,2,0,9,0,4,0,0,2,2,1,5,5,6,2,1,5,4,5,5,0,0,0,6,0,6,0,0,0,"0",0,0
"3121",35,4,3,8,6,2,2,0,4,5,4,0,0,3,3,0,5,4,6,2,2,8,1,0,0,4,5,0,5,0,6,0,0,0,"0",0,0
"3122",3,3,3,1,6,0,3,1,4,4,1,0,1,4,2,4,3,6,7,0,2,7,2,0,4,5,0,0,6,2,6,0,1,0,"1",5,3
"3123",33,4,2,8,9,0,0,0,2,7,3,1,0,4,1,1,0,9,7,2,0,6,3,0,6,3,0,0,3,0,0,0,0,0,"0",0,0
"3124",25,2,4,6,5,1,4,5,3,2,4,1,1,3,2,2,6,3,6,0,3,5,4,3,4,3,1,0,1,2,5,0,1,0,"0",0,0
"3125",32,2,4,7,5,2,3,3,5,2,2,0,0,4,2,2,7,3,6,0,3,7,2,4,3,1,2,0,1,2,0,0,1,0,"0",0,0
"3126",33,3,3,8,7,1,2,0,3,6,2,0,0,3,3,2,3,6,7,1,2,7,2,0,4,0,5,0,3,0,5,0,0,0,"0",0,0
"3127",22,3,3,5,7,0,2,0,2,7,0,2,0,1,1,5,4,5,6,1,2,7,2,0,6,3,0,0,2,0,0,0,0,0,"0",3,2
"3128",26,2,4,6,4,0,5,4,5,1,2,0,0,4,1,3,8,1,2,1,7,8,1,4,4,2,0,0,1,0,0,0,0,0,"0",0,0
"3129",4,2,6,1,6,0,3,3,6,0,2,2,0,2,0,4,9,0,4,0,5,7,2,4,5,0,0,0,6,0,0,0,0,0,"0",0,0
"3130",36,2,5,8,3,0,6,5,3,2,2,2,0,3,2,3,8,1,2,2,5,5,4,7,1,0,0,1,3,2,6,0,1,0,"0",4,1
"3131",33,3,3,8,6,2,2,2,4,4,1,1,1,3,3,2,5,4,6,2,2,8,1,4,4,2,1,1,3,0,0,0,0,0,"0",0,0
"3132",33,2,4,8,9,0,0,0,6,3,3,5,0,0,0,2,0,9,9,0,0,2,7,0,2,5,2,0,3,2,6,0,1,0,"0",0,0
"3133",36,2,4,8,9,0,0,0,6,3,2,0,0,7,0,0,3,6,7,0,2,6,3,2,4,4,0,0,3,0,0,0,0,0,"0",0,0
